id,title,authors,type,zotero_key,doi,source_url,collection_name,file_path,brief_synopsis,dimensions_json,open_questions,summary_alignment,needs_review,review_reason,analyzed_at,last_prompt_version,last_model,jel_codes,keywords,updated_at
88,Do financing constraints matter for R&amp;D?,", James R. Brown, , Gustav Martinsson, , Bruce C. Petersen",journalArticle,82KR84CB,10.1016/j.euroecorev.2012.07.007,https://doi.org/10.1016/j.euroecorev.2012.07.007,Cyclicality of R&D,,"The paper examines whether financing constraints limit R&D among European firms, where prior evidence has been mixed despite R&D being especially vulnerable to information problems and weak collateral. The authors also find little effect in standard investment-cash flow regressions, but show that financing matters strongly once they control for firms smoothing R&D with cash reserves and using external equity. The study argues that endogenous liquidity management and access to equity finance are essential for identifying the true impact of financing constraints on innovative investment. It further suggests that stock market development can stimulate growth by expanding firms' ability to fund R&D.",{},"[""How does the importance of cash-reserve smoothing for R&D vary across firm size, age, and industry within Europe?"", ""Under what conditions does external equity substitute for internal liquidity versus complement it in financing R&D?"", ""How robust are the paper's results during periods of financial stress or stock market downturns?""]",agree,0,,2026-04-12 20:11:10,v1,codex-cli,,,2026-04-12 20:11:10
66,"Does cash flow cause investment and R&amp;D: an exploration using panel data for French, Japanes and United States scientific firms",", Bronwyn H. Hall, , Jacques Mairesse, , , Lee Branstetter, , Bruno Crépon",journalArticle,UF3U74U6,10.1920/wp.ifs.1998.9811,https://doi.org/10.1920/wp.ifs.1998.9811,Cyclicality of R&D,,"The paper examines whether cash flow and sales causally influence investment and R&D using panel VAR models for high-technology firms in the United States, France, and Japan. It finds that both investment and R&D are more sensitive to internal cash flow and sales in the United States than in France or Japan. The results also suggest stronger positive feedback from investment and R&D to subsequent cash flow and sales in the United States, while patterns in France and Japan are more mixed. Details on sample period and exact magnitudes are missing from the provided text, so conclusions should be interpreted cautiously.",{},"[""What specific institutional features in France and Japan reduce the sensitivity of investment and R&D to cash flow relative to the United States?"", ""How large are the estimated panel VAR effects for cash flow and sales on investment versus R&D in each country?"", ""Are the mixed feedback effects from investment and R&D to later cash flow and sales in France and Japan statistically weaker or simply less consistent across specifications?""]",agree,0,,2026-04-12 20:08:43,v1,codex-cli,,,2026-04-12 20:08:43
2,ENDOGENOUS GROWTH CYCLES*,Klaus Wälde,journalArticle,ITEN7PVV,10.1111/j.1468-2354.2005.00349.x,http://ideas.repec.org/a/ier/iecrev/v46y2005i3p867-894.html,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Endogenous Growth Cycles.pdf,"The paper presents a stochastic Poisson model of endogenous growth cycles to explain why growing economies experience alternating periods of high and low growth. It analytically examines the determinants of cyclical R&D investment, motivated by the empirical controversy over predictions of countercyclical R&D. The model also derives an explicit expected cycle length, implying that high-frequency fluctuations can be captured in this framework, and argues that small technological improvements can generate large aggregate fluctuations.",{},"[""What precise conditions in the model make R&D investment countercyclical, procyclical, or acyclical?"", ""How robust is the model\u2019s expected cycle length to alternative parameter values or assumptions about innovation arrival rates?"", ""What mechanisms allow small technological improvements to produce large aggregate fluctuations in the model, and how empirically plausible are they?""]",agree,0,,2026-04-12 20:01:16,v1,codex-cli,"[""E32 Business Fluctuations, Cycles"", ""O41 One, Two, and Multisector Growth Models""]","[""Endogenous fluctuations and growth"", ""Continuous time uncertainty""]",2026-04-12 20:01:16
143,ENDOGENOUS MARKET STRUCTURES AND THE BUSINESS CYCLE *,"Federico Etro, Andrea Colciago",journalArticle,4UFP7IGX,10.1111/j.1468-0297.2010.02384.x.,https://doi.org/10.1111/j.1468-0297.2010.02384.x.,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Endogenous Market Structures and the Business Cycle.pdf,"The paper studies how endogenous firm entry shapes market structure over the business cycle within a DSGE model under Bertrand and Cournot competition. It finds that short-run markups are countercyclical because cyclical entry changes the intensity of competition. In the long run, markups depend on structural factors including the discount factor, productivity, exit rates, and entry costs. It also highlights that Cournot competition can produce excessive entry and resulting dynamic inefficiency.",{},"[""How do the quantitative business-cycle effects differ between Bertrand and Cournot competition in the model's calibrated results?"", ""What mechanisms determine when entry responses are strong enough to make markups countercyclical rather than acyclical?"", ""Under what parameter values do discounting, productivity, exit, and entry costs have the largest effects on long-run markups?"", ""How large are the welfare losses from excessive entry under Cournot competition relative to the Bertrand benchmark?""]",agree,0,,2026-04-12 20:16:35,v1,codex-cli,[],[],2026-04-12 20:16:35
64,Economic Welfare and the Allocation of Resources for Invention,", Kenneth J. Arrow",journalArticle,TJG5ZQJ7,10.1007/978-1-349-15486-9_13,https://doi.org/10.1007/978-1-349-15486-9_13,Cyclicality of R&D,,"The excerpt defines invention broadly as the production of knowledge. It states that, from a welfare-economics perspective, the optimal allocation of resources to invention depends on two factors: the technological properties of the invention process and the structure of the market for knowledge. The passage is programmatic rather than argumentative, setting up the analytical framework rather than presenting full conclusions.",{},"[""What specific technological characteristics of the invention process does Arrow later identify as most important for welfare analysis?"", ""How does the paper characterize the market for knowledge, and what market failures emerge from that characterization?"", ""What criteria does the paper use to define an optimal allocation of resources for invention under welfare economics?""]",agree,0,,2026-04-12 20:08:29,v1,codex-cli,,,2026-04-12 20:08:29
130,Employment and hours over the business cycle,"Jang Ok Cho, Thomas F. Cooley",journalArticle,QQ7EWWNG,10.1016/0165-1889(94)90016-7,https://doi.org/10.1016/0165-1889(94)90016-7,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Employment and Hours over the Business Cycle.pdf,"Cho and Cooley argue that cyclical fluctuations in total hours worked are driven mostly by changes in employment, with about one quarter due to changes in hours per worker and the rest due to participation or employment shifts. They position their contribution against real business cycle models that typically emphasize either continuous hours adjustment or indivisible-labor participation decisions alone. Their model allows agents to choose both participation and hours, and they report that a calibrated dynamic version better matches selected aggregate business-cycle patterns.",{},"[""Which specific aggregate labor market moments or business-cycle features does the hybrid participation-hours model improve relative to single-margin RBC models?"", ""How sensitive is the reported one-quarter versus three-quarter decomposition to the calibration choices and sample period used in the paper?"", ""Does the model's improved fit extend beyond aggregate hours and employment to wages, productivity, or unemployment-related dynamics?""]",agree,0,,2026-04-12 20:15:10,v1,codex-cli,"[""E32"", ""E24""]","[""Employment"", ""Business cycles""]",2026-04-12 20:15:10
122,"Endogenous Entry, Product Variety, and Business Cycles","Florin Bilbiie, Fabio Ghironi, Marc J Melitz",report,YC48RCNH,,http://ideas.repec.org/p/nbr/nberwo/13646.html,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Endogenous Entry Product Variety and Business Cycles.pdf,"The paper develops a business-cycle framework in which the number of producers is endogenously determined through entry decisions. Because prospective entrants face irreversible sunk costs, expansions raise entry but the stock of producers adjusts sluggishly, creating an additional propagation mechanism for macroeconomic fluctuations. The stock-market value of new productive units links household saving, firm entry, and labor allocation, and the model matches standard business-cycle moments at least as well as benchmark RBC models. With physical capital included, it also reproduces observed GDP variance and autocorrelation while predicting procyclical producer counts and profits.",{},"[""How sensitive are the model's business-cycle dynamics to the size and irreversibility of sunk entry costs?"", ""What empirical evidence best distinguishes this endogenous-entry propagation mechanism from standard RBC propagation channels?"", ""How does the stock-market valuation channel quantitatively affect household saving and sectoral labor allocation over the cycle?"", ""What changes in the model's predictions when physical capital is included versus excluded?""]",agree,0,,2026-04-12 20:14:21,v1,codex-cli,[],"[""endogenous entry"", ""product variety"", ""business cycles""]",2026-04-12 20:14:21
198,Endogenous Fluctuations with Procyclical R&D,Shunsuke Shinagawa,preprint,2GBVWST8,,,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Endogenous Fluctuations with Procyclical R&D.pdf,"This preprint argues that standard endogenous growth cycle models wrongly predict countercyclical R&D, a result at odds with empirical evidence. It modifies an R&D-based growth model by adding population growth and a negative externality on R&D productivity. The paper claims these additions are sufficient to generate procyclical R&D investment along sustained business cycles. It reports this result in both overlapping-generations and infinitely lived-agent frameworks.",{},"[""What specific negative externality on R&D productivity is modeled, and through what mechanism does it reverse the standard countercyclical prediction?"", ""How robust is the procyclical R&D result to alternative parameter values, especially the rate of population growth and the strength of the externality?"", ""Does the model quantitatively match observed business-cycle patterns in R&D investment, or does it establish only a qualitative result?"", ""How do the overlapping-generations and infinitely lived-agent versions differ in assumptions, dynamics, or policy implications?""]",agree,0,,2026-04-12 20:22:50,v1,codex-cli,"[""E32"", ""O11"", ""O41""]","[""R&D-based growth model"", ""Cyclical properties of R&D expenditure"", ""Endogenous fluctuations"", ""Semi-endogenous growth""]",2026-04-12 20:22:50
3,Endogenous Growth And Endogenous Business Cycles,"Lilia Maliar, Serguei Maliar",journalArticle,ZBFE92ZW,10.1017/s1365100504040064,http://ideas.repec.org/a/cup/macdyn/v8y2004i05p559-581_04.html,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Endogenous Growth and Endogenous Business Cycles.pdf,"The paper proposes a computable general equilibrium model in which stochastic Schumpeterian innovation generates both long-run balanced growth and short-run business cycles. Growth comes from successive innovations that permanently improve production technology, while cycles emerge because innovations reallocate resources between production and R&D. The calibrated model yields implications similar to the Kydland-Prescott RBC framework and, under some parameter values, can also explain persistent output growth and asymmetric growth over the business cycle.",{},"[""Which parameter values allow the model to generate persistence in output growth and asymmetry over the business cycle?"", ""How exactly does the innovation-driven reallocation between production and R&D transmit into aggregate fluctuations?"", ""What empirical evidence is available to validate the assumption that each innovation permanently raises production technology?""]",agree,0,,2026-04-12 20:01:25,v1,codex-cli,"[""E13"", ""E22"", ""O41""]","[""Endogenous growth"", ""Endogenous business cycles"", ""Innovation"", ""R&D"", ""Technological progress"", ""RBC""]",2026-04-12 20:01:25
203,Endogenous Growth and Cycles,,preprint,PNEBV84M,,,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Endogenous Growth and Cycles.pdf,,"{""dimension_i"":"""",""dimension_ii"":"""",""dimension_iii"":"""",""dimension_iv"":""""}",,,0,,,,,,,2026-04-12 18:49:20
57,Endogenous Growth and Poverty Traps in a Cournotian Model,"Jordi Gali, Fabrizio Zilibotti",journalArticle,MURNQ4T4,10.2307/20075986,https://ideas.repec.org/a/adr/anecst/y1995i37-38p197-213.html,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Endogenous Growth and Poverty Traps in a Cournotian Model.pdf,"The paper studies how market power and demand elasticities that depend on the number of firms shape capital accumulation in a Cournotian setting. It argues that the equilibrium interest rate can rise as capital accumulates even when the marginal product of capital remains constant. Under standard assumptions, the model yields two steady states and a balanced growth path, allowing for multiple equilibrium trajectories from the same initial conditions. This mechanism is presented as a possible explanation for persistent divergence and poverty traps.",{},"[""What specific assumptions are required for the model to generate two steady states and a balanced growth path?"", ""Through what mechanism does capital accumulation increase the equilibrium interest rate despite a constant marginal product of capital?"", ""What empirical observations do the authors use to support the claim that multiple equilibrium paths fit real-world development patterns?""]",agree,0,,2026-04-12 20:07:29,v1,codex-cli,[],[],2026-04-12 20:07:29
21,Endogenous Technological Change,Paul M Romer,journalArticle,AA46P54S,10.1086/261725,https://doi.org/10.1086/261725,Cyclicality of R&D,,"Romer argues that long-run growth is generated endogenously through intentional investment in technological change by profit-maximizing agents. He characterizes technology as a nonrival, partially excludable input, which creates nonconvexities and makes monopolistic competition, rather than price-taking equilibrium, the relevant market structure. The excerpt’s main conclusions are that human capital drives growth, equilibrium allocates too little human capital to research, world-market integration raises growth, and population size by itself does not guarantee growth.",{},"[""What is the precise mechanism in the model through which the stock of human capital determines the long-run growth rate?"", ""Why does equilibrium allocate too little human capital to research, and what distortion or externality generates that result?"", ""Under what assumptions does integration into world markets increase growth rates in the model?"", ""What additional conditions, beyond large population size, are necessary for sustained growth according to the full paper?""]",agree,0,,2026-04-12 20:03:33,v1,codex-cli,,,2026-04-12 20:03:33
56,Endogenous business cycles and growth,Klaus Wälde,report,W5KTF4K5,,http://ideas.repec.org/p/mmf/mmfc03/109.html,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Endogenous Business Cycles and Growth.pdf,"The paper presents a stochastic Poisson model in which endogenous business cycles and long-run growth are jointly determined, with particular attention to the cyclical behavior of R&D investment. It argues that standard explanations tend to predict countercyclical R&D, a prediction the author treats as empirically controversial. The model derives an explicit expected cycle length, suggesting it can account for relatively high-frequency fluctuations, and shows how small technological improvements can generate large aggregate fluctuations.",{},"[""Under what parameter conditions does the model generate procyclical versus countercyclical R&D investment?"", ""How empirically plausible is the model's implied cycle length relative to observed business-cycle frequencies?"", ""Through what mechanism do small technological improvements become amplified into large aggregate fluctuations in the model?"", ""How well do the model's predictions about R&D cyclicality match observed firm- or industry-level innovation behavior?""]",agree,0,,2026-04-12 20:07:22,v1,codex-cli,"[""E32"", ""O41""]","[""endogenous fluctuations and growth"", ""uncertainty under continuous time""]",2026-04-12 20:07:22
73,Endogenous financial constraints and innovation,", Henry Lahr, , Andrea Mina",journalArticle,6G855G42,10.1093/icc/dtaa035,https://doi.org/10.1093/icc/dtaa035,Cyclicality of R&D,,"This paper examines which aspects of firms’ innovation activities are linked to financial constraints and whether causality runs from innovation to constraints, from constraints to innovation, or both. Using simultaneous bivariate probit models on UK Innovation Survey data, it finds that R&D activity is associated with a higher likelihood of facing financial constraints, and that among innovation outputs only new-to-market products do so. The reverse effect of financial constraints on innovation is limited, appearing mainly in relation to external R&D.",{},"[""Why does external R&D appear more sensitive to financial constraints than other innovation activities?"", ""Do the financial constraints associated with new-to-market products vary by firm size, sector, or age?"", ""Are the observed links driven by lenders' risk perceptions, firms' internal cash flow limitations, or both?""]",agree,0,,2026-04-12 20:09:31,v1,codex-cli,,,2026-04-12 20:09:31
22,Endogenous growth and the procyclical behaviour of productivity,Charles R Bean,journalArticle,2HTPDAG2,10.1016/0014-2921(90)90108-b,https://doi.org/10.1016/0014-2921(90)90108-b,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Endogenous Growth and the Procyclical Behaviour of Productivity.pdf,"The paper argues that productivity appears procyclical because when the marginal return to current goods production is high, resources shift away from human capital formation and other investment-like activities. This reallocation raises observed current productivity while reducing growth-oriented accumulation elsewhere. The framework is used to explain wartime productivity surges in the UK and the persistent effect of defense spending on total factor productivity growth.",{},"[""What precise channels in the model cause lower human capital formation during high-return production periods to increase measured productivity in the short run?"", ""How does the framework distinguish temporary wartime productivity surges from persistent changes in total factor productivity growth?"", ""Under what assumptions does defense spending generate lasting productivity effects rather than crowding out growth-enhancing investment?""]",agree,0,,2026-04-12 20:03:38,v1,codex-cli,"[""J23"", ""O33"", ""E24""]","[""endogenous growth"", ""procyclical behavior"", ""productivity""]",2026-04-12 20:03:38
127,Endogenous innovation and imitation in a model of equilibrium growth,Uwe Walz,journalArticle,UZ5N5H5L,10.1016/0176-2680(95)00028-3,https://doi.org/10.1016/0176-2680(95)00028-3,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Endogenous Innovation and Imitation in a Model of Equilibrium Growth.pdf,"The paper develops an equilibrium growth model in which both innovation and imitation are endogenous R&D activities. Growth is driven by product innovation, with innovators initially earning monopoly profits, but imitators later invest to acquire production knowledge and enter, shifting markets toward oligopoly. The model yields a steady-state equilibrium with positive rates of both innovation and imitation and uses this framework to discuss the effects of industrial policy measures.",{},"[""Which industrial policy measures most strongly affect the steady-state rates of innovation and imitation in the model?"", ""How does the transition from monopoly to oligopoly alter firms' incentives to invest in R&D over time?"", ""What assumptions govern the profitability of imitation despite positive imitation costs and a single factor market?""]",agree,0,,2026-04-12 20:14:51,v1,codex-cli,,,2026-04-12 20:14:51
78,Equity financing and innovation: Is Europe different from the United States?,", Gustav Martinsson",journalArticle,FGXN8CX7,10.1016/j.jbankfin.2009.11.015,https://doi.org/10.1016/j.jbankfin.2009.11.015,Cyclicality of R&D,,"The paper investigates whether European high-tech firms' R&D spending, like that of US firms in the late 1990s, was sensitive to shifts in internal and external equity supply. Using dynamic R&D regressions for UK and Continental European firms, it finds that newly listed firms in both regions show significant cash-flow effects. However, only new UK firms exhibit a significant external equity effect, suggesting that market-based financial systems provide stronger equity-financing support for innovation than Continental Europe's more bank-based systems.",{},"[""What specific features of the UK's market-based financial system drive the stronger external equity effect for newly listed high-tech firms?"", ""Why do Continental European firms show cash-flow sensitivity but not comparable external equity sensitivity in R&D investment?"", ""How robust are these findings across different high-tech sectors and firm cohorts within Europe?"", ""Did later developments in European capital markets reduce the gap between the UK and Continental Europe in equity-financed innovation?""]",agree,0,,2026-04-12 20:10:07,v1,codex-cli,,,2026-04-12 20:10:07
200,Financial Constraints R&D Investment and Stock Returns,Dongmei Li,preprint,DMMHUXU7,,,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Financial Constraints R&D Investment and Stock Returns.pdf,"The text argues that R&D investment is central to long-term economic growth and especially important because R&D-intensive firms make up a substantial portion of the U.S. stock market. It emphasizes that, unlike capital expenditures, R&D spending is relatively inflexible because it is often governed by scientific requirements or regulation. As a result, financing shortfalls can force firms to suspend projects, which may sharply reduce firm value by delaying resolution of technical uncertainty and increasing the risk of losing ground to competitors.",{},"[""How do financial constraints specifically affect the timing, continuation, or suspension of R&D projects across firms?"", ""What is the empirical relationship between R&D-related financing constraints and subsequent stock returns?"", ""Are the valuation effects of suspended R&D projects stronger in industries with faster innovation races or stricter regulatory testing requirements?""]",agree,0,,2026-04-12 20:23:02,v1,codex-cli,"[""G12"", ""G32"", ""O32""]",[],2026-04-12 20:23:02
1,Financial Constraints Risk,"Toni M Whited, Guojun Wu",journalArticle,WVAN8JCE,10.1093/rfs/hhj012,http://ideas.repec.org/a/oup/rfinst/v19y2006i2p531-559.html,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Financial Constraints Risk.pdf,"The paper builds a firm-level index of external finance constraints using GMM estimation of an investment Euler equation. The authors argue this measure, unlike the KZ index, better matches firm characteristics typically associated with financing constraints. They find that returns of constrained firms co-move, consistent with a distinct financial-constraints factor, and that this factor has a positive but statistically insignificant average return. Cross-sectional tests indicate that more constrained firms earn higher returns, with the financial-constraints effect outweighing the traditional size effect.",{},"[""How sensitive is the proposed financial-constraints index to alternative model specifications, samples, and time periods?"", ""Why does the financial-constraints factor have a positive but statistically insignificant average return despite strong cross-sectional evidence that constrained firms earn higher returns?"", ""Which observable firm characteristics most strongly distinguish this index from the KZ index in classifying constrained firms?""]",agree,0,,2026-04-12 20:01:10,v1,codex-cli,[],[],2026-04-12 20:01:10
90,Financial Constraints and Stock Returns,"Owen Lamont, Christopher Polk, Jesus Saa-Requejo",journalArticle,3DLD768L,10.3386/w6210,http://ideas.repec.org/a/oup/rfinst/v14y2001i2p529-54.html,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Financial Constraints and Stock Returns.pdf,"The paper tests whether financial constraints affect firm value in ways that are visible in stock returns by sorting firms using observable constraint-related characteristics and examining return co-movement. It finds that firms identified as financially constrained exhibit common variation in returns, consistent with exposure to shared shocks. In the 1968-1997 sample of growing manufacturing firms, constrained firms also have relatively low average stock returns. The authors do not find support for explanations based on monetary policy, credit conditions, or business-cycle variation.",{},"[""Which observable firm characteristics are used to classify firms as financially constrained, and how sensitive are the results to alternative measures?"", ""Why do financially constrained firms earn low average returns in this sample despite appearing to share common shocks?"", ""Would the same return co-movement and underperformance patterns hold outside growing manufacturing firms or outside the 1968-1997 period?""]",agree,0,,2026-04-12 20:11:23,v1,codex-cli,[],"[""financial constraints"", ""stock returns"", ""asset pricing""]",2026-04-12 20:11:23
91,Financial Constraints and the Cyclicality of R$\backslash$D Investment:Evidence from Slovenia,"Simona Bovha-Padilla, Joze P Damijan, Jozef Konings",report,WN26RCQJ,,http://ideas.repec.org/p/lic/licosd/23909.html,Cyclicality of R&D,,"Using firm-level data from Slovenia, the paper studies how R&D investment responds to sales shocks under different levels of financial constraint. It finds that financially constrained firms display procyclical R&D behavior: when sales growth falls, R&D investment also falls, because firms must preserve cash flow and borrowing capacity for short-term survival. By contrast, unconstrained firms show countercyclical R&D, increasing or maintaining innovation when sales weaken, consistent with Schumpeterian restructuring. The procyclical response is strongest among firms that are more financially dependent, including non-multinationals, firms without subsidies, and firms with less collateral.",{},"[""How are financial constraints operationalized and measured in the Slovenian firm-level data?"", ""What is the magnitude of the difference in R&D cyclicality between constrained and unconstrained firms?"", ""Do subsidies mitigate procyclical R&D cuts during negative sales shocks, and if so by how much?"", ""Are the observed effects robust across firm size, industry, and multinational status?""]",agree,0,,2026-04-12 20:11:30,v1,codex-cli,,,2026-04-12 20:11:30
189,Financial Constraints and the Cyclicality of R&D Investment Evidence from Slovenia,"Simona Bovha-Padilla, Joze P. Damijan, Jozef Konings",preprint,FWEMAHCM,,,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Financial Constraints and the Cyclicality of R&D Investment Evidence from Slovenia.pdf,"The paper argues that firm-level R&D investment is sensitive to sales-growth shocks, especially for firms facing credit constraints. When a negative shock reduces sales, constrained firms must use cash flow and limited borrowing capacity to manage short-term liquidity needs. This weakens their ability to finance longer-term, intangible R&D projects, making R&D spending more procyclical in financially constrained firms.",{},"[""How does the paper operationally define and measure whether a firm is credit constrained?"", ""What firm-level data and time period from Slovenia are used to identify the effect of sales shocks on R&D investment?"", ""Does the analysis distinguish between temporary liquidity shocks and more persistent declines in firm performance?"", ""How large is the estimated differential impact of negative sales shocks on R&D for constrained versus unconstrained firms?""]",agree,0,,2026-04-12 20:21:57,v1,codex-cli,[],"[""R&D investment"", ""financial constraints"", ""cyclicality""]",2026-04-12 20:21:57
44,Financial Constraints and the Cyclicality of R&amp;D Investment: Evidence from Slovenia,", , Simona Bovha-Padilla, , , Joze P. Damijan, , Jozef Konings",journalArticle,7565FR3D,10.2139/ssrn.1414262,https://doi.org/10.2139/ssrn.1414262,Cyclicality of R&D,,"The paper uses firm-level data from Slovenia to examine how R&D investment responds to sales-growth shocks under different financing conditions. It argues that negative sales shocks tighten liquidity and borrowing capacity for credit-constrained firms, making it harder to sustain long-term intangible R&D spending. Empirically, financially constrained firms show procyclical R&D, while unconstrained firms show countercyclical R&D consistent with Schumpeterian restructuring. The relationship is stronger among firms that are more financially dependent, including those outside multinationals, without subsidies, or with less collateral.",{},"[""How exactly are financial constraints identified or measured, and would the results hold under alternative constraint measures?"", ""What is the magnitude of the independent effects of multinational affiliation, subsidies, and collateral on firms' R&D sensitivity to sales shocks?"", ""Do procyclical R&D cuts among constrained firms translate into longer-run differences in innovation output, productivity, or survival?"", ""Is the Slovenian evidence generalizable to other transition or small open economies with different financial systems?""]",agree,0,,2026-04-12 20:06:07,v1,codex-cli,,,2026-04-12 20:06:07
180,Financial Dependence and Growth,"Raghuram G. Rajan, Luigi Zingales",preprint,SQXSZNUK,,,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Financial Dependence and Growth.pdf,"The paper tests a specific mechanism linking financial development to economic growth: better financial markets lower firms' costs of obtaining external finance. It examines whether industries that rely more heavily on external finance grow faster in countries with more developed financial systems. Using a large cross-country sample from the 1980s, the authors report evidence consistent with this pattern.",{},"[""How is an industry's dependence on external finance measured, and how stable is that measure across countries and time?"", ""Which aspects of financial development matter most for the observed growth effect: banking depth, capital markets, or broader institutional quality?"", ""To what extent does the paper address alternative explanations, such as omitted country characteristics or reverse causality between growth and financial development?""]",agree,0,,2026-04-12 20:20:44,v1,codex-cli,"[""JEL 04"", ""F3"", ""G1""]",[],2026-04-12 20:20:44
12,Financial Innovation in the UK,"Shelagh A Heffernan, Xiaolan Fu, Xiaoqing Fu",report,EE7KD6MN,,http://papers.ssrn.com/sol3/papers.cfm?abstract_id=1266125,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Financial Innovation in the UK.pdf,"This report uses a national survey of more than 1,100 British financial firms and applies Logit and generalized Tobit models to examine both the drivers of financial innovation and the sales success of those innovations. It finds that innovation is more likely in larger firms with better-educated employees, higher R&D spending, greater availability of finance, and stronger inter-firm cooperation. Innovation sales success, measured by the share of innovations sold, is mainly associated with R&D, cooperation, and appropriability. The report also identifies regional and sectoral differences, with London/the South and Scotland performing relatively strongly, and stock broking and fund management appearing more innovative than financial intermediation and pension/insurance.",{},"[""How is 'availability of finance' measured in the survey, and how large is its effect relative to firm size, employee education, and R&D expenditure?"", ""How is 'appropriability' operationalized, and does it affect only innovation sales success or also the likelihood of innovating?"", ""What factors explain the stronger innovation performance in London/the South and Scotland compared with other UK regions?"", ""Why are stock broking and fund management firms more innovative than firms in financial intermediation and pension/insurance?""]",agree,0,,2026-04-12 20:02:28,v1,codex-cli,"[""G1"", ""G19"", ""G21"", ""G22"", ""G23""]","[""Determinants/Success of financial innovation; ISCORE; UK financial sector""]",2026-04-12 20:02:28
166,"Financial constraints, asset tangibility, and corporate investment","Heitor Almeida, Murillo Campello",journalArticle,Y5VQP4AI,10.1093/rfs/hhm019,http://rfs.oxfordjournals.org/cgi/doi/10.1093/rfs/hhm019,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Financial Constraints Asset Tangibility and Corporate Investment.pdf,"The paper argues that pledgeable, tangible assets create a credit multiplier: firms can borrow against such assets and use that borrowing to invest further. It predicts that investment-cash flow sensitivity rises with asset tangibility only for financially constrained firms. The reported empirical evidence supports this prediction, suggesting that financing frictions materially affect corporate investment. The authors also argue that this strategy avoids the Kaplan-Zingales critique and reduces concerns about unobserved investment opportunities.",{},"[""How do the authors operationalize financial constraints and asset tangibility in the empirical tests, and how sensitive are the results to those measures?"", ""What types of firms or industries exhibit the strongest credit multiplier effects, and are there important exceptions?"", ""To what extent does the identification strategy fully rule out alternative explanations related to demand shocks or investment opportunities?""]",agree,0,,2026-04-12 20:19:05,v1,codex-cli,"[""G31""]",[],2026-04-12 20:19:05
132,Financially Constrained Stock Returns,"Dmitry Livdan, Horacio Sapriza, Lu Zhang",journalArticle,EX58R2L2,10.3386/w12555,https://doi.org/10.3386/w12555,Cyclicality of R&D,/Users/pedro/Documents/Projects/papers/cyclicality/references/Financially Constrained Stock Returns.pdf,"The paper argues that financially constrained firms are riskier and therefore earn higher expected stock returns than less constrained firms, although this return effect can be absorbed by size and book-to-market factors. It attributes the mechanism to the stochastic discount factor making investment more procyclical, so financing constraints bind more tightly during economic booms. The argument is developed through two dynamic models: one with dividend nonnegativity and no external finance, and another with retained earnings, debt and equity issuance, and collateral-constrained borrowing.",{},"[""How strongly do the paper's predicted return premia survive after fully controlling for size and book-to-market in different samples?"", ""What empirical evidence supports the claim that financial constraints bind more tightly in booms rather than recessions?"", ""How sensitive are the model results to the specific form of financing frictions, such as dividend constraints versus collateral constraints?""]",agree,0,,2026-04-12 20:15:22,v1,codex-cli,"[""G12"", ""G31"", ""G32""]",[],2026-04-12 20:15:22
45,Financing Constraints and Corporate Investment,", Steven M. Fazzari, , R. Glenn Hubbard, , Bruce C. Petersen",journalArticle,X7VN3W9S,10.3386/w2387,https://doi.org/10.3386/w2387,Cyclicality of R&D,,"The paper argues that investment models relying only on market-based measures like q are incomplete when firms face capital-market imperfections. It proposes an augmented q-theory in which financing hierarchies make internal cash flow especially important for firms with limited access to external finance. Using panel data on manufacturing firms, the authors find that rapidly growing no-dividend firms maintain higher q values and exhibit greater investment sensitivity to cash flow than mature dividend-paying firms. These patterns are interpreted as evidence of financing constraints and excess sensitivity of investment to internal funds.",{},"[""How do the authors classify firms as financially constrained beyond the distinction between no-dividend and mature dividend-paying firms?"", ""How do the empirical tests address alternative explanations for cash-flow sensitivity, such as mismeasured q or unobserved investment opportunities?"", ""What specific policy implications do the authors draw from the evidence on financing constraints and investment behavior?""]",agree,0,,2026-04-12 20:06:14,v1,codex-cli,,,2026-04-12 20:06:14
